strengths wavelengths species
0.517 3936.7428 "Fe 1"
0.251 3936.7878 "Fe 1"
0.543 3936.807 "Fe 1"
0.882 3937.3272 "Fe 1"
0.849 3937.7194 "Fe 1"
0.724 3938.0082 "Fe 1"
0.791 3938.2934 "Fe 2"
0.216 3938.3714 "Fe 1"
0.824 3938.4 "Mg 1"
0.399 3938.626 "Er 2"
0.257 3938.858 "Co 1"
0.327 3938.863 "Nd 2"
0.202 3939.1043 "Co 1"
0.468 3939.1431 "Ni 1"
0.441 3939.7976 "Cr 1"
0.626 3940.0366 "Fe 1"
0.342 3940.3297 "Ce 2"
0.307 3940.3722 "Fe 1"
0.94 3940.877 "Fe 1"
0.803 3940.8884 "Co 1"
0.758 3941.1848 "Fe 1"
0.863 3941.2753 "Fe 1"
0.856 3941.488 "Cr 1"
0.699 3941.51 "Nd 2"
0.848 3941.731 "Co 1"
0.655 3941.8485 "Ni 1"
0.563 3942.1506 "Ce 2"
0.782 3942.3641 "Fe 1"
0.903 3942.4396 "Fe 1"
0.583 3942.745 "Ce 2"
0.856 3942.7841 "Fe 1"
0.773 3943.0958 "Fe 1"
0.508 3943.1762 "Fe 1"
0.856 3943.3403 "Fe 1"
0.357 3943.4752 "Fe 1"
0.783 3943.5741 "Fe 1"
0.43 3943.8014 "Cr 1"
0.509 3943.83 "CH 1"
0.235 3943.8573 "Co 1"
0.336 3943.8837 "Ce 2"
0.389 3943.91 "CH 1"
0.516 3943.939 "CH 1"
0.97 3944.006 "Al 1"
0.721 3944.0541 "Fe 1"
0.788 3944.1056 "Ni 1"
0.402 3944.1314 "Fe 1"
0.415 3944.164 "CH 1"
0.385 3944.1955 "Ni 1"
0.69 3944.3779 "Fe 1"
0.762 3944.68 "Dy 2"
0.801 3944.7376 "Fe 1"
0.853 3944.8889 "Fe 1"
0.726 3944.979 "Fe 1"
0.882 3945.1168 "Fe 1"
0.706 3945.2115 "Fe 2"
0.307 3945.2928 "Fe 1"
0.841 3945.3264 "Co 1"
0.209 3945.49 "Cr 1"
0.286 3946.0329 "Ca 1"
0.869 3946.9945 "Fe 1"
0.424 3947.1218 "Co 1"
0.803 3947.3762 "Fe 1"
0.738 3947.5068 "Fe 1"
0.886 3947.5308 "Fe 1"
0.74 3947.6892 "Fe 1"
0.877 3947.7683 "Ti 1"
0.897 3948.0971 "Fe 1"
0.64 3948.2767 "Fe 1"
0.915 3948.6705 "Ti 1"
0.908 3948.7747 "Fe 1"
0.74 3948.9004 "Ca 1"
0.803 3949.1 "La 2"
0.788 3949.1404 "Fe 1"
0.649 3949.228 "Fe 1"
0.235 3949.613 "Cr 1"
0.419 3949.8003 "Fe 1"
0.931 3949.9525 "Fe 1"
0.309 3950.1382 "Fe 1"
0.3 3950.2629 "Fe 1"
0.883 3950.3494 "Y 2"
0.491 3950.4635 "Fe 1"
0.465 3950.7548 "Fe 1"
0.399 3951.092 "Cr 1"
0.669 3951.14 "Nd 2"
0.446 3951.1492 "Fe 1"
0.91 3951.1631 "Fe 1"
0.267 3951.5906 "Y 2"
0.225 3951.6804 "Fe 1"
0.429 3951.7604 "Cr 1"
0.806 3951.957 "V 2"
0.536 3952.19 "Nd 2"
0.79 3952.3169 "Co 1"
0.553 3952.3947 "Cr 1"
0.43 3952.532 "Ce 2"
0.904 3952.6009 "Fe 1"
0.754 3952.6563 "Fe 1"
0.584 3952.6701 "Fe 1"
0.872 3952.6958 "Fe 1"
0.39 3952.74 "CH 1"
0.334 3952.8336 "Mn 1"
0.27 3952.86 "Nd 2"
0.84 3952.9181 "Co 1"
0.412 3952.973 "CH 1"
0.488 3952.975 "CH 1"
0.493 3953.082 "CH 1"
0.87 3953.1513 "Fe 1"
0.325 3953.172 "Cr 1"
0.462 3953.2475 "Ni 1"
0.438 3953.4959 "Fe 1"
0.266 3953.51 "Nd 2"
0.81 3953.8568 "Fe 1"
0.731 3954.5301 "Ni 1"
0.715 3955.213 "Fe 1"
0.373 3955.2187 "Ni 1"
0.474 3955.2792 "Fe 1"
0.86 3955.3412 "Fe 1"
0.386 3955.6015 "Fe 1"
0.835 3955.9549 "Fe 1"
0.238 3956.2673 "Co 1"
0.398 3956.2777 "Ce 2"
0.241 3956.292 "Cr 1"
0.914 3956.3338 "Ti 1"
0.91 3956.4548 "Fe 1"
0.937 3956.6763 "Fe 1"
0.895 3957.0178 "Fe 1"
0.808 3957.0537 "Ca 1"
0.269 3957.3341 "Fe 1"
0.627 3957.6238 "Fe 1"
0.818 3957.9293 "Co 1"
0.331 3957.99 "Nd 2"
0.927 3958.2055 "Ti 1"
0.833 3958.22 "Zr 2"
0.422 3958.3924 "Cr 1"
0.289 3959.2855 "Fe 1"
0.803 3960.2785 "Fe 1"
0.294 3960.9088 "Ce 2"
0.312 3960.9977 "Co 1"
0.832 3961.1392 "Fe 1"
0.972 3961.52 "Al 1"
0.467 3961.9058 "Fe 1"
0.56 3962.1478 "Ni 1"
0.387 3962.17 "CH 1"
0.251 3962.2 "Nd 2"
0.785 3962.3513 "Fe 1"
0.405 3962.389 "CH 1"
0.359 3962.6439 "Fe 1"
0.224 3962.8168 "Cr 1"
0.857 3962.8507 "Ti 1"
0.613 3963.1 "Nd 2"
0.884 3963.1002 "Fe 1"
0.464 3963.129 "CH 1"
0.466 3963.209 "CH 1"
0.393 3963.4297 "Fe 1"
0.874 3963.684 "Cr 1"
0.205 3963.91 "Nd 2"
0.412 3964.1709 "Ni 1"
0.853 3964.2687 "Ti 1"
0.853 3964.5152 "Fe 1"
0.259 3964.823 "Pr 2"
0.2 3965.2527 "Pr 2"
0.207 3965.2631 "Fe 1"
0.443 3965.4592 "Fe 1"
0.782 3965.5086 "Fe 1"
0.303 3965.5827 "Fe 1"
0.767 3965.8303 "Fe 1"
0.807 3965.9151 "Fe 1"
0.942 3966.0611 "Fe 1"
0.409 3966.4676 "Fe 1"
0.877 3966.4991 "Fe 1"
0.661 3966.5424 "Fe 1"
0.873 3966.614 "Fe 1"
0.912 3966.6275 "Fe 1"
0.741 3966.81 "Fe 1"
0.296 3967.042 "Ce 2"
0.264 3967.3963 "Ni 1"
0.889 3967.4206 "Fe 1"
0.349 3967.5051 "Fe 1"
0.873 3967.961 "Fe 1"
0.388 3968.0823 "Fe 1"
0.702 3968.0884 "V 2"
0.226 3968.1385 "Fe 1"
0.791 3968.39 "Dy 2"
0.974 3968.46 "Ca 2"
0.936 3968.462 "Ca 2"
0.977 3968.465 "Ca 2"
0.973 3968.466 "Ca 2"
0.976 3968.467 "Ca 2"
0.977 3968.469 "Ca 2"
0.313 3968.5995 "Co 1"
0.709 3969.057 "Cr 1"
0.605 3969.1163 "Co 1"
0.29 3969.1967 "Ni 1"
0.972 3969.2569 "Fe 1"
0.347 3969.3738 "Fe 2"
0.782 3969.3987 "Fe 2"
0.84 3969.6276 "Fe 1"
0.864 3969.743 "Cr 1"
0.627 3970.072 "H 1"
0.849 3970.261 "Fe 1"
0.873 3970.3889 "Fe 1"
0.8 3970.4845 "Ni 1"
0.285 3970.5584 "Fe 1"
0.302 3970.6472 "Fe 1"
0.573 3970.989 "Fe 1"
0.436 3971.2433 "Fe 1"
0.678 3971.249 "Cr 1"
0.911 3971.322 "Fe 1"
0.23 3971.39 "Sm 2"
0.221 3971.8193 "Fe 1"
0.551 3971.96 "Eu 2"
0.571 3971.983 "Eu 2"
0.76 3972.0208 "Fe 1"
0.885 3972.1629 "Ni 1"
0.378 3972.241 "CH 1"
0.393 3972.446 "CH 1"
0.478 3972.504 "Co 1"
0.274 3972.5332 "Co 1"
0.715 3972.5692 "Ca 1"
0.309 3972.684 "Cr 1"
0.557 3972.6939 "Fe 1"
0.231 3972.7787 "Fe 1"
0.588 3972.9115 "Fe 1"
0.753 3973.1395 "Co 1"
0.594 3973.26 "Nd 2"
0.922 3973.5547 "Ni 1"
0.573 3973.6181 "Ni 1"
0.754 3973.6283 "V 2"
0.494 3973.6393 "Nd 2"
0.83 3973.6492 "Fe 1"
0.827 3973.7075 "Ca 1"
0.618 3973.8566 "Fe 1"
0.452 3974.1606 "Fe 2"
0.762 3974.38 "Fe 1"
0.436 3974.394 "CH 1"
0.435 3974.476 "CH 1"
0.765 3974.6272 "Ni 1"
0.851 3974.6496 "Fe 1"
0.208 3974.7169 "Er 2"
0.783 3974.7261 "Co 1"
0.82 3974.7576 "Fe 1"
0.708 3974.7948 "Fe 1"
0.757 3975.2029 "Fe 1"
0.557 3975.3174 "Co 1"
0.629 3975.5122 "Fe 1"
0.633 3975.8203 "Fe 1"
0.745 3975.842 "Fe 1"
0.751 3975.845 "Fe 1"
0.471 3976.0931 "Fe 1"
0.755 3976.3846 "Fe 1"
0.77 3976.5457 "Fe 1"
0.859 3976.613 "Fe 1"
0.854 3976.658 "Cr 1"
0.75 3976.701 "Cr 1"
0.528 3976.83 "Nd 2"
0.496 3976.8593 "Fe 1"
0.518 3976.8623 "Fe 1"
0.329 3976.986 "Fe 1"
0.709 3977.1659 "Fe 1"
0.576 3977.1822 "Co 1"
0.559 3977.7204 "V 2"
0.933 3977.7406 "Fe 1"
0.76 3978.1584 "Fe 1"
0.21 3978.3971 "Ni 1"
0.666 3978.4574 "Fe 1"
0.346 3978.56 "Dy 2"
0.248 3978.646 "Ce 2"
0.782 3978.6503 "Co 1"
0.606 3978.677 "Cr 1"
0.358 3978.8557 "Co 1"
0.728 3979.1217 "Fe 1"
0.444 3979.47 "Nd 2"
0.802 3979.5182 "Co 1"
0.743 3979.6358 "Fe 1"
0.511 3979.79 "Cr 1"
0.574 3980.6269 "Fe 1"
0.723 3981.0977 "Fe 1"
0.625 3981.231 "Cr 1"
0.518 3981.5116 "Fe 1"
0.358 3981.6116 "Fe 2"
0.921 3981.7616 "Ti 1"
0.899 3981.7705 "Fe 1"
0.202 3981.92 "Dy 2"
0.819 3981.9911 "Ti 2"
0.208 3982.052 "Pr 2"
0.837 3982.4811 "Ti 1"
0.642 3982.576 "Mn 1"
0.878 3982.5919 "Y 2"
0.344 3982.6241 "Fe 1"
0.365 3982.998 "CH 1"
0.377 3983.191 "CH 1"
0.222 3983.23 "Cr 1"
0.715 3983.3554 "Fe 1"
0.273 3983.65 "Dy 2"
0.239 3983.8317 "Fe 1"
0.283 3983.8746 "Fe 1"
0.845 3983.899 "Cr 1"
0.905 3983.9559 "Fe 1"
0.724 3984.1442 "Ni 1"
0.23 3984.1707 "Mn 1"
0.256 3984.213 "Mg 1"
0.751 3984.332 "Cr 1"
0.735 3984.6598 "Fe 1"
0.439 3984.718 "Zr 2"
0.623 3984.9343 "Fe 1"
0.552 3985.235 "Mn 1"
0.782 3985.3157 "Fe 1"
0.29 3985.345 "Fe 1"
0.857 3985.3869 "Fe 1"
0.214 3985.5799 "Ti 1"
0.89 3986.1714 "Fe 1"
0.659 3986.1786 "Fe 1"
0.292 3986.224 "Nd 2"
0.283 3986.2779 "Ni 1"
0.806 3986.2984 "Fe 1"
0.635 3986.6857 "Fe 1"
0.831 3986.7533 "Mg 1"
0.664 3986.8216 "Mn 1"
0.403 3986.995 "CH 1"
0.401 3987.059 "CH 1"
0.617 3987.0905 "Mn 1"
0.607 3987.1164 "Co 1"
0.237 3987.4561 "Mn 1"
0.781 3987.6061 "Ti 2"
0.726 3988.52 "La 2"
0.722 3988.9872 "Fe 1"
0.328 3989.056 "Sc 2"
0.684 3989.0789 "Fe 1"
0.721 3989.5998 "Fe 1"
0.926 3989.7582 "Ti 1"
0.226 3989.789 "V 2"
0.821 3989.8572 "Fe 1"
0.25 3989.9541 "Mn 1"
0.676 3989.978 "Cr 1"
0.555 3990.1 "Nd 2"
0.68 3990.2975 "Co 1"
0.835 3990.3729 "Fe 1"
0.253 3990.5382 "V 1"
0.436 3990.5537 "Fe 1"
0.347 3990.5942 "V 1"
0.837 3991.114 "Cr 1"
0.79 3991.127 "Zr 2"
0.517 3991.5349 "Co 1"
0.714 3991.668 "Cr 1"
0.683 3991.6857 "Co 1"
0.608 3991.74 "Nd 2"
0.288 3991.901 "Fe 1"
0.302 3991.9037 "Fe 1"
0.248 3992.2576 "Fe 1"
0.3 3992.38 "Ce 2"
0.356 3992.3892 "Fe 1"
0.565 3992.794 "Fe 1"
0.341 3992.7949 "V 1"
0.732 3992.84 "Cr 1"
0.536 3993.0967 "Fe 1"
0.296 3993.6152 "Fe 1"
0.549 3993.7316 "Fe 1"
0.324 3993.8187 "Ce 2"
0.64 3993.9301 "Ni 1"
0.552 3993.961 "Cr 1"
0.799 3994.0046 "Fe 1"
0.824 3994.1127 "Fe 1"
0.348 3994.5 "CH 1"
0.573 3994.5353 "Co 1"
0.591 3994.67 "Nd 2"
0.275 3994.6749 "Ti 1"
0.357 3994.689 "CH 1"
0.248 3994.791 "Pr 2"
0.79 3995.2 "Fe 1"
0.695 3995.2042 "Fe 1"
0.936 3995.3071 "Co 1"
0.717 3995.75 "La 2"
0.823 3995.8613 "Fe 1"
0.864 3995.9828 "Fe 1"
0.271 3996.1052 "Ni 1"
0.652 3996.26 "Fe 1"
0.434 3996.598 "Sc 1"
0.272 3996.69 "Dy 2"
0.59 3996.7845 "Fe 1"
0.835 3996.9635 "Fe 1"
0.701 3997.1098 "V 2"
0.931 3997.3916 "Fe 1"
0.472 3997.4831 "Fe 1"
0.886 3997.9034 "Co 1"
0.329 3998.0274 "Fe 1"
0.912 3998.0521 "Fe 1"
0.309 3998.3581 "Fe 1"
0.931 3998.6363 "Ti 1"
0.398 3998.723 "V 1"
0.791 3998.965 "Zr 2"
0.413 3999.1241 "Ni 1"
0.545 3999.2367 "Ce 2"
0.326 3999.3433 "Ti 1"
0.228 4000.0165 "Fe 1"
0.795 4000.2522 "Fe 1"
0.695 4000.45 "Dy 2"
0.826 4000.4572 "Fe 1"
0.352 4001.1043 "Fe 1"
0.366 4001.119 "CH 1"
0.359 4001.131 "CH 1"
0.544 4001.437 "Cr 1"
0.89 4001.6609 "Fe 1"
0.218 4002.0724 "Fe 2"
0.265 4002.3886 "Fe 1"
0.387 4002.4705 "Ti 1"
0.28 4002.5163 "Ni 1"
0.644 4002.6607 "Fe 1"
0.459 4002.8674 "Fe 1"
0.395 4002.9152 "Fe 1"
0.633 4002.9279 "V 2"
0.7 4003.1684 "Fe 1"
0.283 4003.5975 "Co 1"
0.811 4003.7613 "Fe 1"
0.312 4003.767 "Ce 2"
0.457 4003.7968 "Ti 1"
0.384 4004.0 "Nd 2"
0.806 4004.827 "Fe 1"
0.39 4004.8414 "Fe 1"
0.797 4004.978 "Fe 1"
0.793 4005.0632 "Fe 1"
0.968 4005.2414 "Fe 1"
0.833 4005.3847 "Fe 1"
0.776 4005.4799 "Fe 1"
0.215 4005.633 "Ce 2"
0.784 4005.7021 "V 2"
0.299 4005.96 "Ti 1"
0.232 4006.0032 "Fe 1"
0.349 4006.1253 "Ni 1"
0.661 4006.1568 "Fe 1"
0.858 4006.3108 "Fe 1"
0.84 4006.624 "Fe 1"
0.329 4006.808 "CH 1"
0.335 4006.982 "CH 1"
0.2 4006.9889 "Fe 1"
0.884 4007.2717 "Fe 1"
0.259 4007.43 "Nd 2"
0.448 4008.05 "Ti 1"
0.258 4008.1622 "V 2"
0.395 4008.593 "Ni 1"
0.246 4008.749 "W 1"
0.775 4008.8649 "Fe 1"
0.861 4008.9274 "Ti 1"
0.423 4009.5431 "Fe 1"
0.74 4009.6568 "Ti 1"
0.924 4009.7124 "Fe 1"
0.297 4009.9799 "Ni 1"
0.23 4010.01 "Ni 1"
0.686 4010.1737 "Fe 1"
0.697 4010.3375 "Ni 1"
0.757 4010.7387 "Ca 1"
0.773 4010.7801 "Fe 1"
0.368 4011.2824 "Fe 1"
0.588 4011.4018 "Fe 1"
0.792 4011.407 "Fe 1"
0.769 4011.7112 "Fe 1"
0.701 4011.8815 "Fe 1"
0.763 4012.1491 "Fe 1"
0.764 4012.24 "Nd 2"
0.898 4012.3838 "Ti 2"
0.521 4012.3858 "Ce 2"
0.565 4012.47 "Cr 1"
0.405 4012.7 "Nd 2"
0.229 4012.7909 "Ti 1"
0.258 4013.2492 "Ti 1"
0.251 4013.5632 "Fe 1"
0.531 4013.58 "Ti 1"
0.82 4013.6385 "Fe 1"
0.756 4013.7816 "Fe 1"
0.828 4013.8243 "Fe 1"
0.569 4013.9386 "Co 1"
0.669 4014.2653 "Fe 1"
0.757 4014.484 "Sc 2"
0.889 4014.53 "Fe 1"
0.905 4014.5308 "Fe 1"
0.269 4014.897 "Ce 2"
0.262 4015.1386 "Fe 1"
0.549 4015.3728 "Ti 1"
0.771 4015.4652 "Fe 1"
0.292 4015.4744 "Ni 2"
0.802 4015.6052 "Fe 1"
0.204 4016.2734 "Ti 1"
0.793 4016.4192 "Fe 1"
0.413 4016.5405 "Fe 1"
0.347 4016.5996 "Cr 1"
0.817 4017.0823 "Fe 1"
0.873 4017.1482 "Fe 1"
0.325 4017.194 "CH 1"
0.492 4017.4565 "Fe 1"
0.799 4017.463 "Fe 1"
0.738 4017.5658 "Ni 1"
0.606 4017.7675 "Ti 1"
0.411 4018.0357 "Fe 1"
0.872 4018.1 "Mn 1"
0.835 4018.2668 "Fe 1"
0.291 4018.377 "Zr 2"
0.295 4018.4941 "Fe 1"
0.24 4018.82 "Nd 2"
0.34 4019.0022 "Fe 1"
0.711 4019.042 "Fe 1"
0.278 4019.0667 "Ni 1"
0.306 4020.02 "CH 1"
0.658 4020.0768 "Fe 1"
0.293 4020.0839 "Fe 1"
0.31 4020.199 "CH 1"
0.537 4020.2527 "Ni 1"
0.783 4020.392 "Sc 1"
0.691 4020.4834 "Fe 1"
0.455 4020.86 "Nd 2"
0.835 4020.8988 "Co 1"
0.508 4021.33 "Nd 2"
0.557 4021.6028 "Fe 1"
0.717 4021.6377 "Fe 1"
0.467 4021.73 "Nd 2"
0.601 4021.82 "Ti 1"
0.916 4021.866 "Fe 1"
0.244 4022.0438 "Ni 1"
0.666 4022.2121 "Fe 1"
0.476 4022.26 "Cr 1"
0.439 4022.4385 "Fe 1"
0.323 4022.6324 "Cu 1"
0.66 4022.7373 "Fe 1"
0.448 4023.0 "Nd 2"
0.756 4023.3772 "V 2"
0.288 4023.3998 "Co 1"
0.808 4023.677 "Sc 1"
0.672 4023.9966 "Ni 1"
0.596 4024.0648 "Fe 1"
0.674 4024.0956 "Fe 1"
0.342 4024.435 "Zr 2"
0.263 4024.4845 "Ce 2"
0.392 4024.5505 "Fe 2"
0.864 4024.5711 "Ti 1"
0.878 4024.7247 "Fe 1"
0.233 4024.7426 "Ti 1"
0.24 4024.78 "Nd 2"
0.556 4025.003 "Cr 1"
0.256 4025.1035 "Ni 1"
0.864 4025.1294 "Ti 2"
0.249 4025.2259 "Ti 1"
0.662 4025.4217 "Ni 1"
0.61 4025.4316 "Fe 1"
0.235 4025.5154 "Ni 1"
0.38 4025.7926 "Ni 1"
0.812 4025.8175 "Fe 1"
0.765 4026.164 "Cr 1"
0.269 4026.3896 "Cr 1"
0.684 4026.4295 "Mn 1"
0.678 4026.5373 "Ti 1"
0.592 4026.9191 "Fe 1"
0.787 4027.032 "Co 1"
0.603 4027.095 "Cr 1"
0.662 4027.67 "Ni 1"
0.506 4027.9389 "Fe 1"
0.828 4028.3384 "Ti 2"
0.338 4028.4036 "Ce 2"
0.552 4028.7572 "Fe 1"
0.809 4029.6217 "Fe 1"
0.688 4029.6318 "Fe 1"
0.671 4029.675 "Zr 2"
0.85 4030.184 "Fe 1"
0.253 4030.47 "Nd 2"
0.893 4030.4882 "Fe 1"
0.656 4030.51 "Ti 1"
0.406 4030.676 "Cr 1"
0.971 4030.75 "Mn 1"
0.281 4030.8207 "Ti 2"
0.8 4030.8891 "Fe 1"
0.341 4031.2122 "Ca 1"
0.637 4031.2397 "Fe 1"
0.355 4031.3315 "Ce 2"
0.252 4031.353 "Zr 2"
0.214 4031.633 "Fe 1"
0.655 4031.69 "La 2"
0.28 4031.7544 "Ti 1"
0.473 4031.78 "Nd 2"
0.632 4031.7812 "Mn 1"
0.849 4031.9604 "Fe 1"
0.778 4032.4466 "Fe 1"
0.799 4032.454 "Fe 1"
0.628 4032.4662 "Fe 1"
0.912 4032.6268 "Fe 1"
0.334 4032.9398 "Fe 2"
0.722 4032.984 "Ga 1"
0.25 4033.0247 "Co 1"
0.969 4033.06 "Mn 1"
0.735 4033.1856 "Fe 1"
0.634 4033.267 "Cr 1"
0.634 4033.585 "Mn 1"
0.586 4033.6559 "Mn 1"
0.245 4033.9006 "Ti 1"
0.253 4034.083 "Zr 2"
0.571 4034.1259 "Fe 1"
0.282 4034.232 "CH 1"
0.283 4034.389 "CH 1"
0.966 4034.48 "Mn 1"
0.369 4035.2436 "Fe 1"
0.404 4035.25 "Fe 1"
0.598 4035.5422 "Co 1"
0.741 4035.5941 "Fe 1"
0.734 4035.6204 "V 2"
0.877 4035.72 "Mn 1"
0.426 4035.826 "Ti 1"
0.391 4035.8284 "Ni 1"
0.634 4036.3665 "Fe 1"
0.548 4036.7636 "V 2"
0.741 4037.1236 "Fe 1"
0.208 4037.251 "Cr 1"
0.583 4037.294 "Cr 1"
0.217 4037.323 "Gd 2"
0.525 4037.6829 "Ni 1"
0.774 4038.6236 "Fe 1"
0.587 4038.7892 "Fe 1"
0.373 4039.0335 "Ni 1"
0.609 4039.091 "Cr 1"
0.271 4039.822 "Y 1"
0.545 4039.9381 "Fe 1"
0.779 4040.0883 "Fe 1"
0.84 4040.6381 "Fe 1"
0.54 4040.7527 "Ce 2"
0.695 4040.79 "Nd 2"
0.221 4040.7922 "Co 1"
0.205 4041.06 "Nd 2"
0.716 4041.2709 "Fe 1"
0.785 4041.2784 "Fe 1"
0.91 4041.35 "Mn 1"
0.777 4041.6488 "Fe 1"
0.209 4041.796 "Cr 1"
0.252 4041.9114 "Fe 1"
0.512 4042.242 "Cr 1"
0.389 4042.5805 "Ce 2"
0.207 4042.9 "Sm 2"
0.557 4042.91 "La 2"
0.711 4043.6856 "Fe 1"
0.352 4043.7557 "Fe 1"
0.871 4043.8966 "Fe 1"
0.87 4043.8971 "Fe 1"
0.808 4043.9771 "Fe 1"
0.316 4044.142 "K 1"
0.641 4044.4919 "Fe 1"
0.737 4044.5448 "Fe 1"
0.878 4044.6088 "Fe 1"
0.503 4045.112 "Mn 1"
0.627 4045.1122 "Fe 1"
0.446 4045.1986 "Mn 1"
0.327 4045.3795 "Ni 1"
0.836 4045.3874 "Co 1"
0.25 4045.45 "Ho 2"
0.868 4045.5933 "Fe 1"
0.638 4045.613 "Zr 2"
0.973 4045.8119 "Fe 1"
0.826 4046.0618 "Fe 1"
0.275 4046.3379 "Ce 2"
0.2 4046.7516 "Ni 1"
0.432 4046.756 "Cr 1"
0.778 4047.3024 "Fe 1"
0.309 4047.795 "Sc 1"
0.722 4048.666 "Zr 2"
0.87 4048.74 "Mn 1"
0.577 4048.78 "Cr 1"
0.248 4048.81 "Nd 2"
0.278 4048.9492 "Fe 1"
0.424 4048.993 "Mn 1"
0.78 4049.3262 "Fe 1"
0.229 4049.423 "Gd 2"
0.255 4049.551 "CH 1"
0.253 4049.715 "CH 1"
0.345 4049.854 "Gd 2"
0.353 4050.022 "Cr 1"
0.536 4050.32 "Zr 2"
0.509 4050.6731 "Fe 1"
0.355 4051.14 "Nd 2"
0.382 4051.1795 "Ni 1"
0.296 4051.2129 "Fe 1"
0.227 4051.3142 "Fe 1"
0.347 4051.3467 "V 1"
0.794 4051.9053 "Fe 1"
0.6 4051.9161 "Fe 1"
0.544 4051.93 "Cr 2"
0.456 4052.013 "Fe 1"
0.663 4052.2929 "Fe 1"
0.383 4052.3148 "Fe 1"
0.753 4052.4389 "Fe 1"
0.305 4052.4682 "Mn 1"
0.793 4052.4968 "Fe 1"
0.31 4052.6522 "Fe 1"
0.777 4052.72 "Fe 1"
0.334 4052.9252 "Co 1"
0.801 4053.2588 "Fe 1"
0.359 4053.4251 "Fe 1"
0.327 4053.503 "Ce 2"
0.807 4053.821 "Ti 2"
0.518 4053.8219 "Fe 1"
0.491 4054.076 "Cr 2"
0.713 4054.1771 "Fe 1"
0.405 4054.5442 "Sc 1"
0.341 4054.688 "Mg 1"
0.346 4054.709 "Fe 1"
0.859 4054.8054 "Fe 1"
0.203 4054.86 "Pr 2"
0.822 4054.8662 "Fe 1"
0.692 4055.0115 "Ti 1"
0.845 4055.035 "Fe 1"
0.32 4055.2108 "Mn 1"
0.884 4055.54 "Mn 1"
0.45 4056.0599 "Fe 1"
0.59 4056.1867 "Ti 2"
0.539 4056.3458 "Fe 1"
0.21 4056.5349 "Pr 2"
0.618 4057.1969 "Co 1"
0.261 4057.2707 "Ni 1"
0.816 4057.3428 "Fe 1"
0.837 4057.5052 "Mg 1"
0.297 4057.6178 "Ti 1"
0.741 4057.6551 "Fe 1"
0.504 4057.807 "Pb 1"
0.59 4057.8682 "Fe 1"
0.578 4057.9435 "Mn 1"
0.408 4058.1401 "Ti 1"
0.717 4058.1841 "Co 1"
0.848 4058.2166 "Fe 1"
0.249 4058.5596 "Fe 1"
0.45 4058.5965 "Co 1"
0.261 4058.7448 "Ni 1"
0.842 4058.7534 "Fe 1"
0.542 4058.769 "Cr 1"
0.49 4058.9134 "Ca 1"
0.85 4058.93 "Mn 1"
0.644 4059.3775 "Mn 1"
0.779 4059.713 "Fe 1"
0.33 4059.95 "Nd 2"
0.207 4060.0757 "Ti 1"
0.726 4060.2621 "Ti 1"
0.498 4060.7565 "Fe 1"
0.735 4061.08 "Nd 2"
0.781 4061.0947 "Fe 1"
0.685 4061.7238 "Mn 1"
0.623 4061.9524 "Fe 1"
0.9 4062.4407 "Fe 1"
0.343 4062.637 "Cu 1"
0.434 4062.7562 "Cu 1"
0.294 4062.804 "Pr 2"
0.877 4063.2757 "Fe 1"
0.266 4063.384 "Gd 2"
0.254 4063.4174 "Fe 1"
0.837 4063.53 "Mn 1"
0.204 4063.54 "Sm 2"
0.972 4063.5936 "Fe 1"
0.712 4063.6365 "Fe 1"
0.686 4064.0474 "Fe 1"
0.646 4064.211 "Ti 1"
0.454 4064.3602 "Ti 2"
0.498 4064.3731 "Ni 1"
0.796 4064.4494 "Fe 1"
0.428 4065.0507 "Fe 1"
0.391 4065.0771 "Mn 1"
0.696 4065.0945 "Ti 1"
0.801 4065.3806 "Fe 1"
0.294 4065.704 "Cr 1"
0.595 4066.0218 "Fe 1"
0.226 4066.212 "CH 1"
0.222 4066.364 "CH 1"
0.808 4066.3657 "Co 1"
0.827 4066.5849 "Fe 1"
0.896 4066.974 "Fe 1"
0.525 4067.0309 "Ni 2"
0.886 4067.2706 "Fe 1"
0.267 4067.38 "La 2"
0.384 4067.4871 "Fe 1"
0.379 4067.6 "Fe 1"
0.513 4067.7633 "Fe 1"
0.413 4067.8509 "Fe 1"
0.896 4067.9777 "Fe 1"
0.518 4068.013 "Mn 1"
0.674 4068.5406 "Co 1"
0.206 4068.836 "Ce 2"
0.743 4069.066 "Fe 1"
0.27 4069.1522 "Ni 1"
0.381 4069.26 "Nd 2"
0.641 4069.608 "Fe 1"
0.7 4069.6813 "Fe 1"
0.245 4070.0085 "Fe 1"
0.779 4070.28 "Mn 1"
0.627 4070.4508 "Fe 1"
0.765 4070.6626 "Fe 1"
0.707 4070.7655 "Fe 1"
0.871 4070.7702 "Fe 1"
0.829 4071.5197 "Fe 1"
0.971 4071.7375 "Fe 1"
0.463 4071.7456 "Fe 1"
0.37 4071.775 "Ce 2"
0.246 4071.8896 "Fe 1"
0.786 4072.5021 "Fe 1"
0.233 4072.561 "Cr 2"
0.226 4072.7 "Zr 1"
0.265 4073.12 "Dy 2"
0.519 4073.474 "Ce 2"
0.215 4073.747 "Gd 2"
0.859 4073.7619 "Fe 1"
0.58 4074.6725 "Fe 1"
0.29 4074.6957 "Fe 1"
0.863 4074.7856 "Fe 1"
